UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,allCommonss,47,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:logged_in_user_can_get_all_ucsbdiningcommons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postCommons,96,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:an_admin_user_can_post_a_new_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postCommons,97,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:an_admin_user_can_post_a_new_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postCommons,98,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:an_admin_user_can_post_a_new_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,postCommons,102,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:an_admin_user_can_post_a_new_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCommons,139,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_can_edit_an_existing_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCommons,140,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_can_edit_an_existing_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCommons,141,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_can_edit_an_existing_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCommons,142,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_can_edit_an_existing_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCommons,143,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_can_edit_an_existing_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCommons,144,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_can_edit_an_existing_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,updateCommons,148,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_can_edit_an_existing_commons()]
HelpRequestsController.java,edu.ucsb.cs156.example.controllers.HelpRequestsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,allUCSBDates,42,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests]/[method:logged_in_user_can_get_all_helprequest()]
HelpRequestsController.java,edu.ucsb.cs156.example.controllers.HelpRequestsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,deleteUCSBDate,103,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests]/[method:admin_can_delete_a_date()]
HelpRequestsController.java,edu.ucsb.cs156.example.controllers.HelpRequestsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,deleteUCSBDate,104,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests]/[method:admin_can_delete_a_date()]
HelpRequestsController.java,edu.ucsb.cs156.example.controllers.HelpRequestsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,getById,91,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_exists()]
HelpRequestsController.java,edu.ucsb.cs156.example.controllers.HelpRequestsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$deleteUCSBDate$1,101,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests]/[method:admin_tries_to_delete_non_existant_ucsbdate_and_gets_right_error_message()]
HelpRequestsController.java,edu.ucsb.cs156.example.controllers.HelpRequestsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$getById$0,89,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_does_not_exist()]
HelpRequestsController.java,edu.ucsb.cs156.example.controllers.HelpRequestsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$updateUCSBDate$2,115,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests]/[method:admin_cannot_edit_ucsbdate_that_does_not_exist()]
HelpRequestsController.java,edu.ucsb.cs156.example.controllers.HelpRequestsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBDate,69,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests]/[method:an_admin_user_can_post_a_new_ucsbdate()]
HelpRequestsController.java,edu.ucsb.cs156.example.controllers.HelpRequestsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBDate,70,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests]/[method:an_admin_user_can_post_a_new_ucsbdate()]
HelpRequestsController.java,edu.ucsb.cs156.example.controllers.HelpRequestsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBDate,71,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests]/[method:an_admin_user_can_post_a_new_ucsbdate()]
HelpRequestsController.java,edu.ucsb.cs156.example.controllers.HelpRequestsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBDate,72,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests]/[method:an_admin_user_can_post_a_new_ucsbdate()]
HelpRequestsController.java,edu.ucsb.cs156.example.controllers.HelpRequestsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBDate,73,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests]/[method:an_admin_user_can_post_a_new_ucsbdate()]
HelpRequestsController.java,edu.ucsb.cs156.example.controllers.HelpRequestsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBDate,74,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests]/[method:an_admin_user_can_post_a_new_ucsbdate()]
HelpRequestsController.java,edu.ucsb.cs156.example.controllers.HelpRequestsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,postUCSBDate,79,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests]/[method:an_admin_user_can_post_a_new_ucsbdate()]
HelpRequestsController.java,edu.ucsb.cs156.example.controllers.HelpRequestsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBDate,116,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests]/[method:admin_can_edit_an_existing_ucsbdate()]
HelpRequestsController.java,edu.ucsb.cs156.example.controllers.HelpRequestsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBDate,117,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests]/[method:admin_can_edit_an_existing_ucsbdate()]
HelpRequestsController.java,edu.ucsb.cs156.example.controllers.HelpRequestsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBDate,118,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests]/[method:admin_can_edit_an_existing_ucsbdate()]
HelpRequestsController.java,edu.ucsb.cs156.example.controllers.HelpRequestsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBDate,119,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests]/[method:admin_can_edit_an_existing_ucsbdate()]
HelpRequestsController.java,edu.ucsb.cs156.example.controllers.HelpRequestsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBDate,120,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests]/[method:admin_can_edit_an_existing_ucsbdate()]
HelpRequestsController.java,edu.ucsb.cs156.example.controllers.HelpRequestsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBDate,121,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests]/[method:admin_can_edit_an_existing_ucsbdate()]
HelpRequestsController.java,edu.ucsb.cs156.example.controllers.HelpRequestsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,updateUCSBDate,125,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestsControllerTests]/[method:admin_can_edit_an_existing_ucsbdate()]
UCSBRecommendationRequestsController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,allUCSBRecommendationRequests,44,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests]/[method:logged_in_user_can_get_all_ucsbrecommendationrequests()]
UCSBRecommendationRequestsController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,deleteUCSBRecommendationRequests,95,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests]/[method:admin_can_delete_a_date()]
UCSBRecommendationRequestsController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,deleteUCSBRecommendationRequests,96,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests]/[method:admin_can_delete_a_date()]
UCSBRecommendationRequestsController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,getById,84,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_exists()]
UCSBRecommendationRequestsController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$deleteUCSBRecommendationRequests$1,93,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests]/[method:admin_tries_to_delete_non_existant_ucsbrecommendationrequests_and_gets_right_error_message()]
UCSBRecommendationRequestsController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$getById$0,82,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_does_not_exist()]
UCSBRecommendationRequestsController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$updateUCSBRecommendationRequests$2,107,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests]/[method:admin_cannot_edit_ucsbrecommendationrequests_that_does_not_exist()]
UCSBRecommendationRequestsController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBRecommendationRequests,65,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests]/[method:an_admin_user_can_post_a_new_ucsbrecommendationrequests()]
UCSBRecommendationRequestsController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBRecommendationRequests,66,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests]/[method:an_admin_user_can_post_a_new_ucsbrecommendationrequests()]
UCSBRecommendationRequestsController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBRecommendationRequests,67,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests]/[method:an_admin_user_can_post_a_new_ucsbrecommendationrequests()]
UCSBRecommendationRequestsController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBRecommendationRequests,68,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests]/[method:an_admin_user_can_post_a_new_ucsbrecommendationrequests()]
UCSBRecommendationRequestsController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBRecommendationRequests,69,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests]/[method:an_admin_user_can_post_a_new_ucsbrecommendationrequests()]
UCSBRecommendationRequestsController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBRecommendationRequests,70,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests]/[method:an_admin_user_can_post_a_new_ucsbrecommendationrequests()]
UCSBRecommendationRequestsController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,postUCSBRecommendationRequests,73,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests]/[method:an_admin_user_can_post_a_new_ucsbrecommendationrequests()]
UCSBRecommendationRequestsController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBRecommendationRequests,109,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests]/[method:admin_can_edit_an_existing_ucsbrecommendationrequests()]
UCSBRecommendationRequestsController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBRecommendationRequests,110,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests]/[method:admin_can_edit_an_existing_ucsbrecommendationrequests()]
UCSBRecommendationRequestsController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBRecommendationRequests,111,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests]/[method:admin_can_edit_an_existing_ucsbrecommendationrequests()]
UCSBRecommendationRequestsController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBRecommendationRequests,112,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests]/[method:admin_can_edit_an_existing_ucsbrecommendationrequests()]
UCSBRecommendationRequestsController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBRecommendationRequests,113,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests]/[method:admin_can_edit_an_existing_ucsbrecommendationrequests()]
UCSBRecommendationRequestsController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBRecommendationRequests,114,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests]/[method:admin_can_edit_an_existing_ucsbrecommendationrequests()]
UCSBRecommendationRequestsController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,updateUCSBRecommendationRequests,118,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestsControllerTests]/[method:admin_can_edit_an_existing_ucsbrecommendationrequests()]
